index,dms_origin,city_origin,state_origin,dms_dest,city_dest,state_dest,category,mode,total_ktons,total_ton_mile,total_m_dollar
376782,Houston TX,Houston,Texas,Greenville SC,Greenville,South Carolina,Coal-n.e.c.,Truck,0.4445,0.4708,0.4024
207797,St. Louis MO-IL (MO Part),St. Louis,Missouri,Charlotte NC-SC (NC Part),Charlotte,North Carolina,Machinery,Truck,0.9716,0.7208,13.208
138231,Rest of KS,none,Kansas,New York NY-NJ-CT-PA (PA Part),New York,Pennsylvania,Mixed freight,Truck,0.0057,0.0081,0.0146
123496,Rest of IN,none,Indiana,San Antonio TX,San Antonio,Texas,Mixed freight,Truck,0.134,0.1568,0.3453
408009,Seattle WA,Seattle,Washington,Detroit MI,Detroit,Michigan,Electronics,Multiple modes & mail,0.0876,0.2193,4.2422
124377,Iowa,none,Iowa,Rest of CA,none,California,Alcoholic beverages,Multiple modes & mail,2.3482,3.8222,1.9627
367024,Corpus Christi TX,Corpus Christi,Texas,Rest of WI,none,Wisconsin,Misc. mfg. prods.,Truck,0.152,0.2326,0.1115
268808,Greensboro--Winston-Salem--High Point NC,Greensboro,North Carolina,San Antonio TX,San Antonio,Texas,Chemical prods.,Truck,1.0121,1.3604,3.0707
219821,Rest of NE,none,Nebraska,Boston MA-RI-NH-CT (MA Part),Boston,Massachusetts,Furniture,Truck,0.2658,0.45299999999999996,0.3641
62588,Rest of DE,none,Delaware,Rest of MD,none,Maryland,Machinery,Truck,0.721,0.0498,4.7475
322823,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,San Antonio TX,San Antonio,Texas,Printed prods.,Multiple modes & mail,0.1127,0.1812,0.2879
253831,New York NY-NJ-CT-PA (NY Part),New York,New York,Beaumont TX,Beaumont,Texas,Plastics/rubber,Truck,0.3532,0.5489999999999999,0.6467
292190,Dayton OH,Dayton,Ohio,Rest of GA,none,Georgia,Electronics,Multiple modes & mail,0.1266,0.0569,2.8296
393313,Vermont,none,Vermont,North Dakota,none,North Dakota,Mixed freight,Truck,0.0779,0.14300000000000002,0.2007
397638,Virginia Beach-Norfolk VA-NC (VA Part),Virginia Beach,Virginia,Miami FL,Miami,Florida,Meat/seafood,Truck,3.8428,3.4123,12.651
148896,Rest of KY,none,Kentucky,Rest of TN,none,Tennessee,Coal,Rail,518.0,160.67600000000002,41.316
346740,South Dakota,none,South Dakota,Knoxville TN,Knoxville,Tennessee,Mixed freight,Truck,0.0113,0.0156,0.028999999999999998
32984,San Diego CA,San Diego,California,Austin TX,Austin,Texas,Transport equip.,Truck,0.2106,0.2774,11.05
169042,Rest of MD,none,Maryland,Rest of VA,none,Virginia,Basic chemicals,Multiple modes & mail,0.0827,0.0344,0.2359
183294,Grand Rapids MI,Grand Rapids,Michigan,Grand Rapids MI,Grand Rapids,Michigan,Chemical prods.,Truck,36.4671,0.9434,259.6041
249282,Buffalo NY  CFS Area,Buffalo,New York,Corpus Christi TX,Corpus Christi,Texas,Machinery,Truck,6.5409,11.2484,176.90400000000002
240728,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,Wyoming,none,Wyoming,Pharmaceuticals,Air (include truck-air),0.0001,0.0002,0.096
228242,Boston MA-RI-NH-CT (NH Part),Boston,New Hampshire,Boston MA-RI-NH-CT (NH Part),Boston,New Hampshire,Plastics/rubber,Multiple modes & mail,0.7414,0.0449,21.756
408634,Seattle WA,Seattle,Washington,Rochester NY,Rochester,New York,Textiles/leather,Multiple modes & mail,0.1194,0.3342,0.8807
375223,Houston TX,Houston,Texas,Rest of LA,none,Louisiana,Crude petroleum,Pipeline,330.9457,67.1072,211.59099999999998
368885,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Rest of LA,none,Louisiana,Pharmaceuticals,Multiple modes & mail,1.0204,0.3993,93.848
363313,Austin TX,Austin,Texas,Portland OR-WA (OR Part),Portland,Oregon,Furniture,Truck,0.5176,1.1615,3.1831
28274,Sacramento CA,Sacramento,California,Atlanta GA,Atlanta,Georgia,Misc. mfg. prods.,Truck,0.2938,0.7440000000000001,1.6528
43422,Rest of CA,none,California,Laredo TX,Laredo,Texas,Other foodstuffs,Truck,2.6177,4.5715,10.25
268605,Greensboro--Winston-Salem--High Point NC,Greensboro,North Carolina,Knoxville TN,Knoxville,Tennessee,Waste/scrap,Truck,0.2062,0.0532,0.0
184623,Grand Rapids MI,Grand Rapids,Michigan,South Dakota,none,South Dakota,Electronics,Truck,0.0024,0.0022,0.0332
422999,Milwaukee WI,Milwaukee,Wisconsin,West Virginia,none,West Virginia,Motorized vehicles,Truck,1.2353,0.9239,4.204
187210,Rest of MI,none,Mississippi,Mississippi,none,Mississippi,Crude petroleum,Pipeline,0.3121,0.2595,0.1791
321067,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Rest of MI,none,Mississippi,Precision instruments,Truck,1.2312,0.6171,16.012999999999998
140447,Cincinnati OH-KY-IN (KY Part),Cincinnati,Kentucky,Rest of NE,none,Nebraska,Chemical prods.,Truck,0.1196,0.1141,0.08800000000000001
332539,Boston MA-RI-NH-CT (RI Part),Boston,Rhode Island,Rest of IN,none,Indiana,Machinery,Truck,0.2231,0.213,0.8556
277531,North Dakota,none,North Dakota,Omaha NE-IA (NE Part),Omaha,Nebraska,Basic chemicals,Truck,0.0134,0.0064,0.0163
385513,Salt Lake City UT,Salt Lake City,Utah,Alaska,none,Alaska,Textiles/leather,Multiple modes & mail,0.1505,0.4339,1.571
7630,Rest of AL,none,Alabama,Cincinnati OH-KY-IN (OH Part),Cincinnati,Ohio,Basic chemicals,Truck,0.8173,0.4701,1.9029
192118,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Boston MA-RI-NH-CT (NH Part),Boston,New Hampshire,Electronics,Multiple modes & mail,0.0494,0.0724,8.0843
354043,Nashville TN,Nashville,Tennessee,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Fertilizers,Truck,1.8866,1.2996,0.8499
364482,Beaumont TX,Beaumont,Texas,Chicago IL-IN-WI (IL Part),Chicago,Illinois,Machinery,Air (include truck-air),0.1606,0.1347,0.0009
152828,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Birmingham AL,Birmingham,Alabama,Machinery,Truck,6.0646,2.204,82.84299999999999
81805,Atlanta GA,Atlanta,Georgia,Orlando FL,Orlando,Florida,Nonmetal min. prods.,Truck,49.144,25.2647,68.857
240163,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,Rest of TN,none,Tennessee,Misc. mfg. prods.,Truck,0.2199,0.1754,3.0761
306185,Rest of OK,none,Oklahoma,Boston MA-RI-NH-CT (MA Part),Boston,Massachusetts,Articles-base metal,Air (include truck-air),0.1478,0.2366,0.993
131440,Kansas City MO-KS (KS Part),Kansas City,Kansas,Columbus OH,Columbus,Ohio,Furniture,Truck,0.1465,0.1133,0.2694
240456,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,Virginia Beach-Norfolk VA-NC (VA Part),Virginia Beach,Virginia,Natural sands,Truck,0.3582,0.1108,0.3985
134051,Wichita KS,Wichita,Kansas,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Transport equip.,Multiple modes & mail,0.0892,0.0621,0.2352
143146,Louisville KY-IN (KY Part),Louisville,Kentucky,Lake Charles LA,Lake Charles,Louisiana,Articles-base metal,Multiple modes & mail,0.0025,0.0022,0.257
318292,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Rest of PA,none,Pennsylvania,Other ag prods.,Truck,47.4904,4.7516,77.2629
